Text,Label
We address the issue of quantifying the non-Gaussian character of a bosonic quantum state and introduce a non-Gaussianity measure based on the Hilbert-Schmidt distance between the state under examination and a reference Gaussian state. We analyze in details the properties of the proposed measure and exploit it to evaluate the non-Gaussianity of some relevant single- and multi-mode quantum states. The evolution of non-Gaussianity is also analyzed for quantum states undergoing the processes of Gaussification by loss and de-Gaussification by photon-subtraction. The suggested measure is easily computable for any state of a bosonic system and allows to define a corresponding measure for the non-Gaussian character of a quantum operation.,0
"We perform a quantitative analysis of extensive chess databases and show that the frequencies of opening moves are distributed according to a power-law with an exponent that increases linearly with the game depth, whereas the pooled distribution of all opening weights follows Zipf's law with universal exponent. We propose a simple stochastic process that is able to capture the observed playing statistics and show that the Zipf law arises from the self-similar nature of the game tree of chess. Thus, in the case of hierarchical fragmentation the scaling is truly universal and independent of a particular generating mechanism. Our findings are of relevance in general processes with composite decisions.",0
"I investigate superconducting states in a quasi-2D Holstein model using the dynamical cluster approximation DCA. The effects of spatial fluctuations non-local corrections are examined and approximations neglecting and incorporating lowest-order vertex corrections are computed. The approximation is expected to be valid for electron-phonon couplings of less than the bandwidth. The phase diagram and superconducting order parameter are calculated. Effects which can only be attributed to theories beyond Migdal--Eliashberg theory are present. In particular, the order parameter shows momentum dependence on the Fermi-surface with a modulated form and s-wave order is suppressed at half-filling. The results are discussed in relation to Hohenberg's theorem and the BCS approximation.",0
"We show that holographic models of QCD predict the presence of a Chern-Simons coupling between vector and axial-vector mesons at finite baryon density. In the AdSCFT dictionary, the coefficient of this coupling is proportional to the baryon number density, and is fixed uniquely in the five-dimensional holographic dual by anomalies in the flavor currents. For the lightest mesons, the coupling mixes transverse rho and a_1 polarization states. At sufficiently large baryon number densities, it produces an instability, which causes the rho and a_1 mesons to condense in a state breaking both rotational and translational invariance.",0
We probe turbulence structure from centimetric to metric scales by simultaneous imagery at mid-infrared and visible wavelengths at the VLT telescope and show that it departs significantly from the commonly used Kolmogorov model. The data can be fitted by the von Karman model with an outer scale of the order of 30 m and we see clear signs of the phase structure function saturation across the 8-m VLT aperture. The image quality improves in the infrared faster than the standard lambda-15 scaling and may be diffraction-limited at 30-m apertures even without adaptive optics at wavelengths longer than 8 micron.,0
"Thermally stable polymers have attracted a lot of interest due to their potential use as the active component in electronic, optical and optoelectronic applications, such as light-emitting diodes, light emitting electrochemical cells, photodiodes, photovoltaic cells, field effect transistors, optocouplers and optically pumped lasers in solution and solid state.We report results of investigations into the use of thermal treatment of polyp-phenylene vinylene PPV films grown on a variety of substrates quartz and glass. Film thickness, morphology and structural properties were investigated by a range of techniques in particular: atomic force microscope - AFM, DEKTAK method, Ellipsometry and UV-VIS spectroscopy.",0
"We remind the reader that it is possible to tell if two or more eigenvalues of a matrix are equal, without calculating the eigenvalues. We then use this property to detect avoided crossings in the spectra of quantum Hamiltonians representable by matrices. This approach provides a pedagogical introduction to avoided crossings, is capable of handling realistic Hamiltonians analytically, and offers a way to visualize crossings which is sometimes superior to that provided by the spectrum. We illustrate the method using the Breit-Rabi Hamiltonian to describe the hyperfine-Zeeman structure of the ground state hydrogen atom in a uniform magnetic field.",0
"The usual procedure of including a finite number of vertices in Non Perturbative Renormalization Group equations in order to obtain n-point correlation functions at finite momenta is analyzed. This is done by exploiting a general method recently introduced which includes simultaneously all vertices although approximating their momentum dependence. The study is performed using the self-energy of the tridimensional scalar model at criticality. At least in this example, low order truncations miss quantities as the critical exponent eta by as much as 60. However, if one goes to high order truncations the procedure seems to converge rapidly.",0
"We subject the phenomenologically successful large volume scenario of hep-th0502058 to a first consistency check in string theory. In particular, we consider whether the expansion of the string effective action is consistent in the presence of D-branes and O-planes. Due to the no-scale structure at tree-level, the scenario is surprisingly robust. We compute the modification of soft supersymmetry breaking terms, and find only subleading corrections. We also comment that for large-volume limits of toroidal orientifolds and fibered Calabi-Yau manifolds the corrections can be more important, and we discuss further checks that need to be performed.",0
"Improved actions in SU2 and SU3 lattice gauge theories are investigated with an emphasis on asymptotic scaling. A new scheme for tadpole improvement is proposed. The standard but heuristic tadpole improvement emerges from a mean field approximation from the new approach. Scaling is investigated by means of the large distance static quark potential. Both, the generic and the new tadpole scheme yield significant improvements on asymptotic scaling when compared with loop improved actions. A study of the rotational symmetry breaking terms, however, reveals that only the new improvement scheme efficiently eliminates the leading irrelevant term from the action.",0
"A long duration photon beam can induce macroscopic coherent effects on a plasma by single photon electron scattering if the probability of the interaction approaches 1 in a volume of unit surface and length equal to the plasma typical wavelength, and the induced electron oscillations become relativistic in few plasma cycles. A fraction of the plasma electrons is accelerated through the Wakefield mechanism by the cavities created by the photon-electron interactions and radiates through boosted betraton emission in the same cavities. The resulting emission in this framework is very similar to the typical GRB radiation. Several comparisons with GRB light curves and spectral-energy correlations will be presented.",0
"SkyMapper is amongst the first of a new generation of dedicated, wide-field survey telescopes. The 1.3m SkyMapper telescope features a 5.7 square degree field-of-view Cassegrain imager and will see first light in late 2007. The primary goal of the facility is to conduct the Southern Sky Survey a six colour, six epoch survey of the southern sky. The survey will provide photometry for objects between 8th and 23rd magnitude with global photometric accuracy of 0.03 magnitudes and astrometry to 50 mas. This will represent a valuable scientific resource for the southern sky and in addition provide a basis for photometric and astrometric calibration of imaging data.",0
"We have introduced a notion of C-symbolic dynamical system in K. Matsumoto: Actions of symbolic dynamical systems on C-algebras, to appear in J. Reine Angew. Math., that is a finite family of endomorphisms of a C-algebra with some conditions. The endomorphisms are indexed by symbols and yield both a subshift and a C-algebra of a Hilbert C-bimodule. The associated C-algebra with the C-symbolic dynamical system is regarded as a crossed product by the subshift. We will study a simplicity condition of the C-algebras of the C-symbolic dynamical systems. Some examples such as irrational rotation Cuntz-Krieger algebras will be studied.",0
"This paper presents simulations of the trajectories of high-energy ions through several bent crystal layers. At certain layer alignments volume reflection occurs from each layer and the resultant multiple volume reflection angle is correspondingly increased, along with the range of entrance angles over which ions undergo volume reflection. Another feature is that the range of entrance angles for which bent crystal channeling occurs is also increased in passing through several bent layers. The use of several bent crystal layers to produce multiple volume reflection provides an alternative approach to the design of a space shield or radiation protection at accelerators based on bent crystals.",0
"We calculate the free energy of the disordered urn model using the law of large numbers. It is revealed that the saddle point equation obtained by the usage of the law of large numbers is the same as that obtained by the replica method. Hence, we conclude that the replica symmetric solution is adequate for the disordered urn model. Furthermore, we point out the mathematical similarity of free energies between the urn models and the Random Field Ising Model; this similarity gives an evidence that the replica symmetric solution of the urn models is exact.",0
"Schroedinger's book 'What is Life?' is widely credited for having played a crucial role in development of molecular and cellular biology. My essay revisits the issues raised by this book from the modern perspective of epigenetics and systems biology. I contrast two classes of potential mechanisms of epigenetic stability: 'epigenetic templating' and 'systems biology' approaches, and consider them from the point of view expressed by Schroedinger. I also discuss how quantum entanglement, a nonclassical feature of quantum mechanics, can help to address the 'problem of small numbers' that lead Schroedinger to promote the idea of molecular code-script for explanation of stability of biological order.",0
"The system created in non-central relativistic nucleus-nucleus collisions possesses large orbital angular momentum. Due to spin-orbit coupling, particles produced in such a system could become globally polarized along the direction of the system angular momentum. We present the results of Lambda and anti-Lambda hyperon global polarization measurements in AuAu collisions at sqrts_NN62.4 GeV and 200 GeV performed with the STAR detector at RHIC. The observed global polarization of Lambda and anti-Lambda hyperons in the STAR acceptance is consistent with zero within the precision of the measurements. The obtained upper limit, P_Lambda,anti-Lambda 0.02, is compared to the theoretical values discussed recently in the literature.",0
"The Landau-ZenerLZ transition of a two-level system coupling to spin chains near their critical points is studied in this paper. Two kinds of spin chains, the Ising spin chain and XY spin chain, are considered. We calculate and analyze the effects of system-chain coupling on the LZ transition. A relation between the LZ transition and the critical points of the spin chain is established. These results suggest that LZ transitions may serve as the witnesses of criticality of the spin chain. This may provide a new way to study quantum phase transitions as well as LZ transitions.",0
"The sum of N sufficiently strongly correlated random variables will not in general be Gaussian distributed in the limit Ntoinfty. We revisit examples of sums x that have recently been put forward as instances of variables obeying a q-Gaussian law, that is, one of type csttimes1-1-qx211-q. We show by explicit calculation that the probability distributions in the examples are actually analytically different from q-Gaussians, in spite of numerically resembling them very closely. Although q-Gaussians exhibit many interesting properties, the examples investigated do not support the idea that they play a special role as limit distributions of correlated sums.",0
"This is the first in a series of papers in which we study vertex-algebraic structure of Feigin-Stoyanovsky's principal subspaces associated to standard modules for both untwisted and twisted affine Lie algebras. A key idea is to prove suitable presentations of principal subspaces, without using bases or even small'' spanning sets of these spaces. In this paper we prove presentations of the principal subspaces of the basic A_11-modules. These convenient presentations were previously used in work of Capparelli-Lepowsky-Milas for the purpose of obtaining the classical Rogers-Ramanujan recursion for the graded dimensions of the principal subspaces.",0
"We give the explicit structure of the functional governing the dynamical density and current fluctuations for a mesoscopic system in a nonequilibrium steady state. Its canonical form determines a generalised Onsager-Machlup theory. We assume that the system is described as a Markov jump process satisfying a local detailed balance condition such as typical for stochastic lattice gases and for chemical networks. We identify the entropy current and the traffic between the mesoscopic states as extra terms in the fluctuation functional with respect to the equilibrium dynamics. The density and current fluctuations are coupled in general, except close to equilibrium where their decoupling explains the validity of entropy production principles.",0
"Carbon nanotube CNT Josephson junctions in the open quantum dot limit exhibit superconducting switching currents which can be controlled with a gate electrode. Shapiro voltage steps can be observed under radiofrequency current excitations, with a damping of the phase dynamics that strongly depends on the gate voltage. These measurements are described by a standard RCSJ model showing that the switching currents from the superconducting to the normal state are close to the critical current of the junction. The effective dynamical capacitance of the nanotube junction is found to be strongly gate-dependent, suggesting a diffusive contact of the nanotube.",0
"We prove the existence of self-similar expanding solutions of the curvature flow on planar networks where the initial configuration is any number of half-lines meeting at the origin. This generalizes recent work by Schn""urer and Schulze which treats the case of three half-lines. There are multiple solutions, and these are parametrized by combinatorial objects, namely Steiner trees with respect to a complete negatively curved metric on the unit ball which span k specified points on the boundary at infinity. We also provide a sharp formulation of the regularity of these solutions at t0.",0
"The telegraph process models a random motion with finite velocity and it is usually proposed as an alternative to diffusion models. The process describes the position of a particle moving on the real line, alternatively with constant velocity v or -v. The changes of direction are governed by an homogeneous Poisson process with rate lambda 0. In this paper, we consider a change point estimation problem for the rate of the underlying Poisson process by means of least squares method. The consistency and the rate of convergence for the change point estimator are obtained and its asymptotic distribution is derived. Applications to real data are also presented.",0
Dimensional dependence of thermal conductance at low temperatures in nanowires is studied using the nonequilibrium Green's function NEGF method. Our calculation shows a smooth dimensional crossover of thermal conductance in nanowire from one-dimensional to three-dimensional behavior with the increase of diameters. The results are consistent with the experimental findings that the temperature dependence of thermal conductance at low temperature for diameters from tens to hundreds nanometers will be close to Debye law. The calculation also suggests that universal thermal conductance is only observable in nanowires with small diameters. We also find that the interfacial thermal conductance across Si and Ge nanowire is much lower than the corresponding value in bulk materials.,0
"We consider the fluctuations of the electrical current shot noise in the presence of a voltage time-modulation. For a non-interacting metal, it is known that the derivative of the photo-assisted noise has a staircase behavior. In the presence of Coulomb interactions, we show that the photo-assisted noise presents a more complex profile, in particular for the two following systems: 1 a two-dimensional electron gas in the fractional quantum Hall regime for which we have obtained evenly spaced singularities in the noise derivative, with a spacing related to the filling factor and, 2 a carbon nanotube for which a smoothed staircase in the noise derivative is obtained.",0
"Quantum relativity as a generalized, or rather deformed, version of Einstein relativity with a linear realization on a classical six-geometry beyond the familiar setting of space-time offer a new framework to think about the quantum space-time structure. The formulation requires two deformations to be implemented through imposing two fundamental invariants. We take them to be the independent Planck mass and Planck length. Together, they gives the quantum hbar. The scheme leads to small boldmathprotect SO2,4 as the relativity symmetry. The quantum world has an AdS_5 classical' geometry, which is parallel to the ""conformal universe"", but not scale invariant.",0
"In this paper we develop a scientific approach to control inter-country conflict. This system makes use of a neural network and a feedback control approach. It was found that by controlling the four controllable inputs: Democracy, Dependency, Allies and Capability simultaneously, all the predicted dispute outcomes could be avoided. Furthermore, it was observed that controlling a single input Dependency or Capability also avoids all the predicted conflicts. When the influence of each input variable on conflict is assessed, Dependency, Capability, and Democracy emerge as key variables that influence conflict.",0
"The analysis of databases of photographic images of the Sun obtained in region of soft x-ray by means of a method of multilevel dynamical contrasting, has shown presence of skeletal structures of the Sun as outside chromo-sphere flashes and powerful coronal mass ejections and on the Sun structures in its atmosphere, protuberances and of solar a stains. Moreover the structures which radius of rotation is less than radius of a solar disk on breadth of their observation have been revealed. On the basis of the obtained results of this analysis, the author puts forward a hypothesis about an opportunity of existence of some filamentary matter as inside, so outside of the Sun.",0
"In 1948, W. Hoeffding introduced a large class of unbiased estimators called U-statistics, defined as the average value of a real-valued k-variate function h calculated at all possible sets of k points from a random sample. In the present paper we investigate the corresponding extreme value analogue, which we shall call U-max-statistics. We are concerned with the behavior of the largest value of such function h instead of its average. Examples of U-max-statistics are the diameter or the largest scalar product within a random sample. U-max-statistics of higher degrees are given by triameters and other metric invariants.",0
"We show that the category of projective modules over a graded commutative ring admits a triangulation with respect to module suspension if and only if the ring is a finite product of graded fields and exterior algebras on one generator over a graded field with a unit in the appropriate degree. We also classify the ungraded commutative rings for which the category of projective modules admits a triangulation with respect to the identity suspension. Applications to two analogues of the generating hypothesis in algebraic topology are given, and we translate our results into the setting of modules over a symmetric ring spectrum or S-algebra.",0
"General analytic energy bounds are derived for N-boson systems governed by semirelativistic Hamiltonians of the form Hsum_i1N sqrtp_i2m2 sum_1ijN Vr_ij, where Vr is a static attractive pair potential. A translation-invariant model Hamiltonian H_c is constructed. We conjecture that H ge H_c generally, and we prove this for N3, and for N4 when m0. The conjecture is also valid generally for the harmonic oscillator and in the nonrelativistic large-m limit. This formulation allows reductions to scaled 3- or 4-body problems, whose spectral bottoms provide energy lower bounds. The example of the ultrarelativistic linear potential is studied in detail and explicit upper- and lower-bound formulas are derived and compared with earlier bounds.",0
"The averaged null energy condition ANEC requires that the integral over a complete null geodesic of the stress-energy tensor projected onto the geodesic tangent vector is never negative. This condition is sufficient to prove many important theorems in general relativity, but it is violated by quantum fields in curved spacetime. However there is a weaker condition, which is free of known violations, requiring only that there is no self-consistent space-time in semiclassical gravity in which ANEC is violated on a complete, em achronal null geodesic. We indicate why such a condition might be expected to hold and show that it is sufficient to rule out wormholes and closed timelike curves.",0
"Electron-electron interactions give rise to the correction, deltasigmaintomega, to the ac magnetoconductivity, sigmaomega, of a clean 2D electron gas that is periodic in omega_c-1, where omega_c is the cyclotron frequency. Unlike conventional harmonics of the cyclotron resonance, which are periodic with omega, this correction is periodic with omega32. Oscillations in deltasigmaintomega develop at low magnetic fields, omega_cllomega, when the conventional harmonics are suppressed by the disorder. Their origin is a em double backscattering of an electron from the impurity-induced Friedel oscillations. During the time simomega-1 between the two backscattering events the electron travels only a em small portion of the Larmour circle.",0
"We describe how to compute planar gluon scattering amplitudes at strong coupling in N4 super Yang Mills by using the gaugestring duality. The computation boils down to finding a certain classical string configuration whose boundary conditions are determined by the gluon momenta. The results are infrared divergent. We introduce the gravity version of dimensional regularization to define finite quantities. The leading and subleading IR divergencies are characterized by two functions of the coupling that we compute at strong coupling. We compute also the full finite form for the four point amplitude and we find agreement with a recent ansatz by Bern, Dixon and Smirnov.",0
"The past decade has seen a flurry of research into pattern avoiding permutations but little of it is concerned with their exhaustive generation. Many applications call for exhaustive generation of permutations subject to various constraints or imposing a particular generating order. In this paper we present generating algorithms and combinatorial Gray codes for several families of pattern avoiding permutations. Among the families under consideration are those counted by Catalan, Schr""oder, Pell, even index Fibonacci numbers and the central binomial coefficients. Consequently, this provides Gray codes for s_ntau for all tauin s_3 and the obtained Gray codes have distances 4 and 5.",0
"This paper is devoted to discuss the energy-momentum for static axially symmetric spacetimes in the framework of teleparallel theory of gravity. For this purpose, we use the teleparallel versions of Einstein, Landau-Lifshitz, Bergmann and Mddotoller prescriptions. A comparison of the results shows that the energy density is different but the momentum turns out to be constant in each prescription. This is exactly similar to the results available in literature using the framework of General Relativity. It is mentioned here that Mddotoller energy-momentum distribution is independent of the coupling constant lambda. Finally, we calculate energy-momentum distribution for the Curzon metric, a special case of the above mentioned spacetime.",0
"We use a functional approach to study various aspects of the quantum effective dynamics of moving, planar, dispersive mirrors, coupled to scalar or Dirac fields, in different numbers of dimensions. We first compute the Euclidean effective action, and use it to derive the imaginary part of the in-out' effective action. We also obtain, for the case of the real scalar field in 11 dimensions, the Schwinger-Keldysh effective action and a semiclassical Langevin equation that describes the motion of the mirror including noise and dissipative effects due to its coupling to the quantum fields.",0
"Using the molecular dynamics simulations and the force constant model we have studied the Raman-active tangential modes TMs of a 10, 0 single-wall carbon nanotube SWNT under hydrostatic pressure. With increasing pressure, the atomic motions in the three TMs present obvious diversities. The pressure derivative of E1g, A1g, and E2g mode frequency shows an increased value , a constant value , and a negative value above 5.3 GPa, respectively. The intrinsic characteristics of TMs consumedly help to understand the essence of the experimental T band of CNT. The anomalous pressure behavior of the TMs frequencies may be originated from the tube symmetry alteration from D10h to D2h then to C2h.",0
"We present an original statistical method to measure the visibility of interferences in an electronic Mach-Zehnder interferometer in the presence of low frequency fluctuations. The visibility presents a single side lobe structure shown to result from a gaussian phase averaging whose variance is quadratic with the bias. To reinforce our approach and validate our statistical method, the same experiment is also realized with a stable sample. It exhibits the same visibility behavior as the fluctuating one, indicating the intrinsic character of finite bias phase averaging. In both samples, the dilution of the impinging current reduces the variance of the gaussian distribution.",0
"Strangeness and multi-strangeness particles production can be used to explore the initial transient field fluctuations in heavy ion collisions. We emphasize the role played by Junction anti-Junction JJbar loops and strong color electric fields SCF in these collisions. Transient field fluctuations of SCF on the baryon production in central 0-5 PbPb collisions at nucleon-nucleon centre of mass energy of 5.5 TeV will be discussed in the framework of HIJINGBBbar v2.0 model, looking in particular to the predicted evolution of nuclear modification factors R_AA from RHIC to LHC energies. Our results indicate the importance of a good description of the baseline elementary pp collisions at this energy.",0
"Special solutions of string theory in supercritical dimensions can interpolate in time between theories with different numbers of spacetime dimensions via dimension quenching and different amounts of worldsheet supersymmetry via c-duality. These solutions connect supercritical string theories to the more familiar string duality web in ten dimensions, and provide a precise link between supersymmetric and purely bosonic string theories. Dimension quenching and c-duality appear to be natural concepts in string theory, giving rise to large networks of interconnected theories. We describe some of these networks in detail and discuss general consistency constraints on the types of transitions that arise in this framework.",0
"In this paper, memories built from components subject to transient faults are considered. A fault-tolerant memory architecture based on low-density parity-check codes is proposed and the existence of reliable memories for the adversarial failure model is proved. The proof relies on the expansion property of the underlying Tanner graph of the code. An equivalence between the Taylor-Kuznetsov TK scheme and Gallager B algorithm is established and the results are extended to the independent failure model. It is also shown that the proposed memory architecture has lower redundancy compared to the TK scheme. The results are illustrated with specific numerical examples.",0
"Superconducting and normal-state properties of the beta-pyrochlore oxide KOs2O6 are studied by means of thermodynamic and transport measurements. It is shown that the superconductivity is of conventional s-wave type and lies in the extremely strong-coupling regime. Specific heat and resistivity measurements reveal that there are characteristic low-energy phonons that give rise to unusual scattering of carriers due to strong electron-phonon interactions. The entity of the low-energy phonons is ascribed to the heavy rattling of the K ion confined in an oversized cage made of OsO6 octahedra. It is suggested that this electron-rattler coupling mediates the Cooper pairing, resulting in the extremely strong-coupling superconductivity.",0
"We characterize a natural class of modular categories of prime power Frobenius-Perron dimension as representation categories of twisted doubles of finite p-groups. We also show that a nilpotent braided fusion category C admits an analogue of the Sylow decomposition. If the simple objects of C have integral Frobenius-Perron dimensions then C is group-theoretical. As a consequence, we obtain that semisimple quasi-Hopf algebras of prime power dimension are group-theoretical. Our arguments are based on a reconstruction of twisted group doubles from Lagrangian subcategories of modular categories this is reminiscent to the characterization of doubles of quasi-Lie bialgebras in terms of Manin pairs.",0
"This article presents a model of general-purpose computing on a semantic network substrate. The concepts presented are applicable to any semantic network representation. However, due to the standards and technological infrastructure devoted to the Semantic Web effort, this article is presented from this point of view. In the proposed model of computing, the application programming interface, the run-time program, and the state of the computing virtual machine are all represented in the Resource Description Framework RDF. The implementation of the concepts presented provides a practical computing paradigm that leverages the highly-distributed and standardized representational-layer of the Semantic Web.",0
