"abstract","word_count"
"The 32-dimensional compounding fields and their quantum interplays in the trigintaduonion space can be presented by analogy with octonion and sedenion electromagnetic, gravitational, strong and weak interactions. In the trigintaduonion fields which are associated with the electromagnetic, gravitational, strong and weak interactions, the study deduces some conclusions of field source particles quarks and leptons and intermediate particles which are consistent with current some sorts of interaction theories. In the trigintaduonion fields which are associated with the hyper-strong and strong-weak fields, the paper draws some predicts and conclusions of the field source particles sub-quarks and intermediate particles. The research results show that there may exist some new particles in the nature.","120"
"Using the AdSCFT correspondence we derive a formula for the entanglement entropy of the anti-de Sitter black hole in two spacetime dimensions. The leading term in the large black hole mass expansion of our formula reproduces exactly the Bekenstein-Hawking entropy S_BH, whereas the subleading term behaves as ln S_BH. This subleading term has the universal form typical for the entanglement entropy of physical systems described by effective conformal fields theories e.g. one-dimensional statistical models at the critical point. The well-known form of the entanglement entropy for a two-dimensional conformal field theory is obtained as analytic continuation of our result and is related with the entanglement entropy of a black hole with negative mass.","119"
"Classical oscillator differential equation is replaced by the corresponding finite time difference equation. The equation is, then, symmetrized so that it remains invariant under the change d going to -d, where d is the smallest span of time. This symmetric equation has solutions, which come in reciprocally related pairs. One member of a pair agrees with the classical solution and the other is an oscillating solution and does not converge to a limit as d goes to 0. This solution contributes to oscillator energy a term which is a multiple of half-integers.","101"
"In this talk we briefly summarize our theoretical understanding of in-medium selfenergies of hadrons. With the special case of the omega meson we demonstrate that earlier calculations that predicted a significant lowering of the mass in medium are based on an incorrect treatment of the model Lagrangian; more consistent calculations lead to a significant broadening, but hardly any mass shift. We stress that the experimental reconstruction of hadron spectral functions from measured decay products always requires knowledge of the decay branching ratios which may also be strongly mass-dependent. It also requires a quantitatively reliable treatment of final state interactions which has to be part of any reliable theory.","114"
"An overview of some analytical approaches to the computation of the structural and thermodynamic properties of single component and multicomponent hard-sphere fluids is provided. For the structural properties, they yield a thermodynamically consistent formulation, thus improving and extending the known analytical results of the Percus-Yevick theory. Approximate expressions for the contact values of the radial distribution functions and the corresponding analytical equations of state are also discussed. Extensions of this methodology to related systems, such as sticky hard spheres and square-well fluids, as well as its use in connection with the perturbation theory of fluids are briefly addressed.","106"
"We present a new high-resolution angle-resolved photoemission study of 1textitT-TiSe_2 in both, its room-temperature, normal phase and its low-temperature, charge-density wave phase. At low temperature the photoemission spectra are strongly modified, with large band renormalisations at high-symmetry points of the Brillouin zone and a very large transfer of spectral weight to backfolded bands. A theoretical calculation of the spectral function for an excitonic insulator phase reproduces the experimental features with very good agreement. This gives strong evidence in favour of the excitonic insulator scenario as a driving force for the charge-density wave transition in 1textitT-TiSe_2.","103"
"Let g be a finite dimensional complex semisimple Lie algebra, and let V be a finite dimensional represenation of g. We give a closed formula for the mth Frobenius-Schur indicator, m1, of V in representation-theoretic terms. We deduce that the indicators take integer values, and that for a large enough m, the mth indicator of V equals the dimension of the zero weight space of V. For the classical Lie algebras sln, so2n, so2n1 and sp2n, this is the case for m greater or equal to 2n-1, 4n-5, 4n-3 and 2n1, respectively.","105"
"We investigate the acceleration and simultaneous radiative losses of electrons in the vicinity of relativistic shocks. Particles undergo pitch angle diffusion, gaining energy as they cross the shock by the Fermi mechanism and also emitting synchrotron radiation in the ambient magnetic field. A semi-analytic approach is developed which allows us to consider the behaviour of the shape of the spectral cut-off and the variation of that cut-off with the particle pitch angle. The implications for the synchrotron emission of relativistic jets, such as those in gamma ray burst sources and blazars, are discussed.","100"
"We consider a Mass Varying Neutrinos MaVaNs model in supersymmetric theory. The model includes effects of supersymmetry breaking transmitted by the gravitational interaction from the hidden sector, in which supersymmetry was broken, to the dark energy sector. Then evolutions of the neutrino mass and the equation of state parameter of the dark energy are presented in the model. It is remarked that only the mass of a sterile neutrino is variable in the case of the vanishing mixing between the left-handed and a sterile neutrino on cosmological time scale. The finite mixing makes the mass of the left-handed neutrino variable.","107"
"We characterize a natural class of modular categories of prime power Frobenius-Perron dimension as representation categories of twisted doubles of finite p-groups. We also show that a nilpotent braided fusion category C admits an analogue of the Sylow decomposition. If the simple objects of C have integral Frobenius-Perron dimensions then C is group-theoretical. As a consequence, we obtain that semisimple quasi-Hopf algebras of prime power dimension are group-theoretical. Our arguments are based on a reconstruction of twisted group doubles from Lagrangian subcategories of modular categories this is reminiscent to the characterization of doubles of quasi-Lie bialgebras in terms of Manin pairs.","107"
"The electromagnetic polarizabilities of the nucleon are shown to be essentially composed of the nonresonant alpha_pE_03.2, alpha_nE_04.1,the t-channel alphat_p,n-betat_p,n7.6 and the resonant beta_p,nP_3312328.3 contributions in units of 10-4fm3. The remaining deviations from the experimental data Deltaalpha_p1.2pm 0.6, Deltabeta_p1.2mp 0.6, Deltaalpha_n0.8pm 1.7 and Deltabeta_n2.0mp 1.8 are contributed by a larger number of resonant and nonresonant processes with cancellations between the contributions. This result confirms that dominant contributions to the electric and magnetic polarizabilities may be represented in terms of two-photon couplings to the sigma-meson having the predicted mass m_sigma666 MeV and two-photon width Gamma_gammagamma2.6 keV.","108"
"We theoretically investigate the possibility of observing resonant activation in the hopping dynamics of two-mode semiconductor lasers. We present a series of simulations of a rate-equations model under random and periodic modulation of the bias current. In both cases, for an optimal choice of the modulation time-scale, the hopping times between the stable lasing modes attain a minimum. The simulation data are understood by means of an effective one-dimensional Langevin equation with multiplicative fluctuations. Our conclusions apply to both Edge Emitting and Vertical Cavity Lasers, thus opening the way to several experimental tests in such optical systems.","105"
"We extend our previous classification of superpotentials of scalar curvature type"" for the cohomogeneity one Ricci-flat equations. We now consider the case not covered in our previous paper, i.e., when some weight vector of the superpotential lies outside a scaled translate of the convex hull of the weight vectors associated with the scalar curvature function of the principal orbit. In this situation we show that either the isotropy representation has at most 3 irreducible summands or the first order subsystem associated to the superpotential is of the same form as the Calabi-Yau condition for submersion type metrics on complex line bundles over a Fano K""ahler-Einstein product.","114"
"Employing density-functional calculations we study single and double graphene layers on Si- and C-terminated 1x1-6H-SiC surfaces. We show that, in contrast to earlier assumptions, the first carbon layer is covalently bonded to the substrate, and cannot be responsible for the graphene-type electronic spectrum observed experimentally. The characteristic spectrum of free-standing graphene appears with the second carbon layer, which exhibits a weak van der Waals bonding to the underlying structure. For Si-terminated substrate, the interface is metallic, whereas on C-face it is semiconducting or semimetallic for single or double graphene coverage, respectively.","103"
"We present results from STAR on 3-particle azimuthal correlations for a 3p_T4 GeVc trigger particle with two softer 1p_T2 GeVc particles. Results are shown for pp, dAu and high statistics AuAu collisions at sqrts_NN200 GeV. We observe a 3-particle correlation in central AuAu collisions which may indicate the presence of conical emission. In addition, the dependence of the observed signal angular position on the p_T of the associated particles can be used to distinguish conical flow from simple QCD-vCerenkov radiation. An important aspect of the analysis is the subtraction of combinatorial backgrounds. Systematic uncertainties due to this subtraction and the flow harmonics v_2 and v_4 are investigated in detail.","117"
"A systematic study of isotopic effects in the break-up of projectile spectators at relativistic energies has been performed at the GSI laboratory with the ALADiN spectrometer coupled to the LAND neutron detector. Besides a primary beam of 124Sn, also secondary beams of 124La and 107Sn produced at the FRS fragment separator have been used in order to extend the range of isotopic compositions. The gross properties of projectile fragmentation are very similar for all the studied systems but specific isotopic effects have been observed in both neutron and charged particle production. The breakup temperatures obtained from the double ratios of isotopic yields have been extracted and compared with the limiting-temperature expectation.","116"
"In this expository article we review recent advances in our understanding of the combinatorial and algebraic structure of perturbation theory in terms of Feynman graphs, and Dyson-Schwinger equations. Starting from Lie and Hopf algebras of Feynman graphs, perturbative renormalization is rephrased algebraically. The Hochschild cohomology of these Hopf algebras leads the way to Slavnov-Taylor identities and Dyson-Schwinger equations. We discuss recent progress in solving simple Dyson-Schwinger equations in the high energy sector using the algebraic machinery. Finally there is a short account on a relation to algebraic geometry and number theory: understanding Feynman integrals as periods of mixed Tate motives.","108"
"We review recent progress in applying the AdSCFT correspondence to finite-temperature field theory. In particular, we show how the hydrodynamic behavior of field theory is reflected in the low-momentum limit of correlation functions computed through a real-time AdSCFT prescription, which we formulate. We also show how the hydrodynamic modes in field theory correspond to the low-lying quasinormal modes of the AdS black p-brane metric. We provide a proof of the universality of the viscosityentropy ratio within a class of theories with gravity duals and formulate a viscosity bound conjecture. Possible implications for real systems are mentioned.","103"
"I investigate superconducting states in a quasi-2D Holstein model using the dynamical cluster approximation DCA. The effects of spatial fluctuations non-local corrections are examined and approximations neglecting and incorporating lowest-order vertex corrections are computed. The approximation is expected to be valid for electron-phonon couplings of less than the bandwidth. The phase diagram and superconducting order parameter are calculated. Effects which can only be attributed to theories beyond Migdal--Eliashberg theory are present. In particular, the order parameter shows momentum dependence on the Fermi-surface with a modulated form and s-wave order is suppressed at half-filling. The results are discussed in relation to Hohenberg's theorem and the BCS approximation.","117"
"The usual procedure of including a finite number of vertices in Non Perturbative Renormalization Group equations in order to obtain n-point correlation functions at finite momenta is analyzed. This is done by exploiting a general method recently introduced which includes simultaneously all vertices although approximating their momentum dependence. The study is performed using the self-energy of the tridimensional scalar model at criticality. At least in this example, low order truncations miss quantities as the critical exponent eta by as much as 60. However, if one goes to high order truncations the procedure seems to converge rapidly.","103"
"We present a computer-aided design flow for quantum circuits, complete with automatic layout and control logic extraction. To motivate automated layout for quantum circuits, we investigate grid-based layouts and show a performance variance of four times as we vary grid structure and initial qubit placement. We then propose two polynomial-time design heuristics: a greedy algorithm suitable for small, congestion-free quantum circuits and a dataflow-based analysis approach to placement and routing with implicit initial placement of qubits. Finally, we show that our dataflow-based heuristic generates better layouts than the state-of-the-art automated grid-based layout and scheduling mechanism in terms of latency and potential pipelinability, but at the cost of some area.","119"
"In a previous paper, we showed how certain orientations of the edges of a graph G embedded in a closed oriented surface S can be understood as discrete spin structures on S. We then used this correspondence to give a geometric proof of the Pfaffian formula for the partition function of the dimer model on G. In the present article, we generalize these results to the case of compact oriented surfaces with boundary. We also show how the operations of cutting and gluing act on discrete spin structures and how they change the partition function. These operations allow to reformulate the dimer model as a quantum field theory on surface graphs.","116"
"Gamma-Ray Bursts GRBs have been detected at GeV energies by EGRET and models predict emission at  100 GeV. Milagro is a wide field 2 sr high duty cycle  90  ground based water Cherenkov detector that records extensive air showers in the energy range 100 GeV to 100 TeV. We have searched for very high energy emission from a sample of 106 gamma-ray bursts GRB detected since the beginning of 2000 by BATSE, BeppoSax, HETE-2, INTEGRAL, Swift or the IPN. No evidence for emission from any of the bursts has been found and we present upper limits from these bursts.","107"
"We present experimental and theoretical results showing the improved beam quality and reduced divergence of an atom laser produced by an optical Raman transition, compared to one produced by an RF transition. We show that Raman outcoupling can eliminate the diverging lens effect that the condensate has on the outcoupled atoms. This substantially improves the beam quality of the atom laser, and the improvement may be greater than a factor of ten for experiments with tight trapping potentials. We show that Raman outcoupling can produce atom lasers whose quality is only limited by the wavefunction shape of the condensate that produces them, typically a factor of 1.3 above the Heisenberg limit.","118"
"We present an experimental investigation on the scaling of resistance in individual single walled carbon nanotube devices with channel lengths that vary four orders of magnitude on the same sample. The electron mean free path is obtained from the linear scaling of resistance with length at various temperatures. The low temperature mean free path is determined by impurity scattering, while at high temperature the mean free path decreases with increasing temperature, indicating that it is limited by electron-phonon scattering. An unusually long mean free path at room temperature has been experimentally confirmed. Exponentially increasing resistance with length at extremely long length scales suggests anomalous localization effects.","113"
"Moore introduced a class of real-valued ""recursive"" functions by analogy with Kleene's formulation of the standard recursive functions. While his concise definition inspired a new line of research on analog computation, it contains some technical inaccuracies. Focusing on his ""primitive recursive"" functions, we pin down what is problematic and discuss possible attempts to remove the ambiguity regarding the behavior of the differential recursion operator on partial functions. It turns out that in any case the purported relation to differentially algebraic functions, and hence to Shannon's model of analog computation, fails.","104"
"We present a model for the spontaneous formation of a striated pattern in polymerizing microtubule solutions. It describes the buckling of a single microtubule MT bundle within an elastic network formed by other similarly aligned and buckling bundles and unaligned MTs. Phase contrast and polarization microscopy studies of the temporal evolution of the pattern imply that the polymerization of MTs within the bundles creates the driving compressional force. Using the measured rate of buckling, the established MT force-velocity curve and the pattern wavelength, we obtain reasonable estimates for the MT bundle bending rigidity and the elastic constant of the network. The analysis implies that the bundles buckle as solid rods.","117"
"The Hamiltonian cycle problem HCP in digraphs D with degree bound two is solved by two mappings in this paper. The first bijection is between an incidence matrix C_nm of simple digraph and an incidence matrix F of balanced bipartite undirected graph G; The second mapping is from a perfect matching of G to a cycle of D. It proves that the complexity of HCP in D is polynomial, and finding a second non-isomorphism Hamiltonian cycle from a given Hamiltonian digraph with degree bound two is also polynomial. Lastly it deduces PNP base on the results.","101"
"Motivated by the observation of a gapless spin liquid state in kappa-BEDT-TTF_2Cu_2CN_3, we analyze the anisotropic triangular lattice S12 Heisenberg model with the resonating valence bond mean-field approximation. Paying attention to the small quasi-one-dimensional anisotropy of the material, we take an approach from one-dimensional 1D chains coupled with frustrating zig-zag bonds. By calculating one-particle excitation spectra changing anisotropy parameter J'J from the decoupled 1D chains to the isotropic triangular lattice, we find almost gapless excitations in the wide range from the 1D limit. This one-dimensionalization by frustration is considered to be a candidate for the mechanism of the gapless spin liquid state.","111"
"Based on the finite U slave boson method, we have investigated the effect of Rashba spin-orbitSO coupling on the persistent charge and spin currents in mesoscopic ring with an Anderson impurity. It is shown that the Kondo effect will decrease the magnitude of the persistent charge and spin currents in this side-coupled Anderson impurity case. In the presence of SO coupling, the persistent currents change drastically and oscillate with the strength of SO coupling. The SO coupling will suppress the Kondo effect and restore the abrupt jumps of the persistent currents. It is also found that a persistent spin current circulating the ring can exist even without the charge current in this system.","120"
"We studied experimentally the role of phonon dimensionality on electron-phonon e-p interaction in thin copper wires evaporated either on suspended silicon nitride membranes or on bulk substrates, at sub-Kelvin temperatures. The power emitted from electrons to phonons was measured using sensitive normal metal-insulator-superconductor NIS tunnel junction thermometers. Membrane thicknesses ranging from 30 nm to 750 nm were used to clearly see the onset of the effects of two-dimensional 2D phonon system. We observed for the first time that a 2D phonon spectrum clearly changes the temperature dependence and strength of the e-p scattering rate, with the interaction becoming stronger at the lowest temperatures below sim 0.5 K for the 30 nm membranes.","118"
"A class of three-dimensional initial data characterized by uniformly large vorticity is considered for the Euler equations of incompressible fluids. The fast singular oscillating limits of the Euler equations are studied for parametrically resonant cylinders. Resonances of fast swirling Beltrami waves deplete the Euler nonlinearity. The resonant Euler equations are systems of three-dimensional rigid body equations, coupled or not. Some cases of these resonant systems have homoclinic cycles, and orbits in the vicinity of these homoclinic cycles lead to bursts of the Euler solution measured in Sobolev norms of order higher than that corresponding to the enstrophy.","104"
"Cofibrations are defined in the category of Fr""olicher spaces by weakening the analog of the classical definition to enable smooth homotopy extensions to be more easily constructed, using flattened unit intervals. We later relate smooth cofibrations to smooth neighborhood deformation retracts. The notion of smooth neighborhood deformation retract gives rise to an analogous result that a closed Fr""olicher subspace A of the Fr""olicher space X is a smooth neighborhood deformation retract of X if and only if the inclusion i: Ahookrightarrow X comes from a certain subclass of cofibrations. As an application we construct the right Puppe sequence.","110"
"We study numerically the cascading failure problem by using artificially created scale-free networks and the real network structure of the power grid. The capacity for a vertex is assigned as a monotonically increasing function of the load or the betweenness centrality. Through the use of a simple functional form with two free parameters, revealed is that it is indeed possible to make networks more robust while spending less cost. We suggest that our method to prevent cascade by protecting less vertices is particularly important for the design of more robust real-world networks to cascading failures.","100"
"Ponderable objects moving in free space according to Newton's First Law constitute both rulers and clocks when one such object is viewed from the rest frame of another. Together with the Reciprocity Principle this is used to demonstrate, in both Galilean and special relativity, the invariance of the measured length of a ruler in motion. The different times: proper', improper' and apparent' appearing in different formulations of the relativistic time dilatation relation are discussed and exemplified by experimental applications. A non-intuitive length expansion' effect predicted by the Reciprocity Principle as a necessary consequence of time dilatation is pointed out","111"
"The instanton representation of Plebanski gravity provides as equations of motion a Hodge self-duality condition and a set of generalized' Maxwell's equations, subject to gravitational degrees of freedom encoded in the initial value constraints of general relativity. The main result of the present paper will be to prove that this constraint surface is preserved under time evolution. We carry this out not using the usual Dirac procedure, but rather the Lagrangian equations of motion themsleves. Finally, we provide a comparison with the Ashtekar formulation to place these results into overall context.","100"
"New physics beyond the Standard Model can lead to extra matter effects on neutrino oscillation if the new interactions distinguish among the three flavors of neutrino. In Ref.1, we argued that a long-baseline neutrino oscillation experiment in which the Fermilab-NUMI beam in its high-energy mode is aimed at the planned Hyper-Kamiokande detector would be capable of constraining the size of those extra matter effects, provided the vacuum value of sin2 2theta_23 is not too close to one. In this talk, we discuss how such a constraint would translate into limits on the coupling constants and masses of new particles in models such as topcolor assisted technicolor.","112"
"A model for a flat homogeneous and isotropic Universe composed of dark energy, dark matter, neutrinos, radiation and baryons is analyzed. The fields of dark matter and neutrinos are supposed to interact with the dark energy. The dark energy is considered to obey either the van der Waals or the Chaplygin equations of state. The ratio between the pressure and the energy density of the neutrinos varies with the red-shift simulating massive and non-relativistic neutrinos at small red-shifts and non-massive relativistic neutrinos at high red-shifts. The model can reproduce the expected red-shift behaviors of the deceleration parameter and of the density parameters of each constituent.","113"
"We study the performance of holonomic quantum gates, driven by lasers, under the effect of a dissipative environment modeled as a thermal bath of oscillators. We show how to enhance the performance of the gates by suitable choice of the loop in the manifold of the controllable parameters of the laser. For a simplified, albeit realistic model, we find the surprising result that for a long time evolution the performance of the gate properly estimated in terms of average fidelity increases. On the basis of this result, we compare holonomic gates with the so-called stimulated Raman adiabatic passage STIRAP gates.","109"
"We study the limiting eigenvalue distribution of ntimes n banded Toeplitz matrices as nto infty. From classical results of Schmidt-Spitzer and Hirschman it is known that the eigenvalues accumulate on a special curve in the complex plane and the normalized eigenvalue counting measure converges weakly to a measure on this curve as ntoinfty. In this paper, we characterize the limiting measure in terms of an equilibrium problem. The limiting measure is one component of the unique vector of measures that minimes an energy functional defined on admissible vectors of measures. In addition, we show that each of the other components is the limiting measure of the normalized counting measure on certain generalized eigenvalues.","120"
"A recent result of Balandraud shows that for every subset S of an abelian group G, there exists a non trivial subgroup H such that TS  TS-2 holds only if the stabilizer of TS contains H. Notice that Kneser's Theorem says only that the stabilizer of TS must be a non-zero subgroup. This strong form of Kneser's theorem follows from some nice properties of a certain poset investigated by Balandraud. We consider an analogous poset for nonabelian groups and, by using classical tools from Additive Number Theory, extend some of the above results. In particular we obtain short proofs of Balandraud's results in the abelian case.","116"
"We construct a simple thermodynamic model to describe the melting of a supported metal nanoparticle with a spherically curved free surface both with and without surface melting. We use the model to investigate the results of recent molecular dynamics simulations, which suggest the melting temperature of a supported metal particle is the same as that of a free spherical particle with the same surface curvature. Our model shows that this is only the case when the contact angles of the supported solid and liquid particles are similar. This is also the case for the temperature at which surface melting begins.","105"
"We report on recent progress in the modelling of the near-IR spectra of young stellar populations, i.e. populations in which red supergiants RSGs are dominant. First, we discuss the determination of fundamental parameters of RSGs using fits to their near-IR spectra with new PHOENIX model spectra; RSG-specific surface abundances are accounted for and effects of the microturbulence parameter are explored. New population synthesis predictions are then described and, as an example, it is shown that the spectra of young star clusters in M82 can be reproduced very well from 0.5 to 2.4 micrometers. We warn of remaining uncertainties in cluster ages.","111"
"Lasers and LEDs display a statistical distribution in the number of photons emitted in a given time interval. New applications exploiting the quantum properties of light require sources for which either individual photons, or pairs, are generated in a regulated stream. Here we review recent research on single-photon sources based on the emission of a single semiconductor quantum dot. In just a few years remarkable progress has been made in generating indistinguishable single-photons and entangled photon pairs using such structures. It suggests it may be possible to realise compact, robust, LED-like semiconductor devices for quantum light generation.","106"
